Date,Open,High,Low,Close,Volume,Turnover
1995-04-07,,,,995.1,,
1995-04-10,,,,992.35,,
1995-04-17,,,,991.61,,
1995-04-18,,,,983.96,,
1995-04-19,,,,970.4,,
1995-04-20,,,,958.83,,
1995-04-21,,,,957.74,,
1995-04-24,,,,949.94,,
1995-04-25,,,,943.85,,
1995-04-26,,,,939.37,,
1995-04-27,,,,930.29,,
1995-04-28,,,,919.24,,
1995-05-02,,,,894.68,,
1995-05-03,,,,893.51,,
1995-05-04,,,,912.04,,
1995-05-05,,,,904.28,,
1995-05-08,,,,931.44,,
1995-05-09,,,,935.76,,
1995-05-10,,,,935.81,,
1995-05-12,,,,923.76,,
1995-05-15,,,,910.59,,
1995-05-16,,,,907.29,,
1995-05-17,,,,915.29,,
1995-05-18,,,,923.03,,
1995-05-19,,,,927.72,,
1995-05-22,,,,913.96,,
1995-05-23,,,,903.42,,
1995-05-24,,,,904.56,,
1995-05-25,,,,902.18,,
1995-05-26,,,,903.08,,
1995-05-29,,,,900.62,,
1995-05-30,,,,902.29,,
1995-05-31,,,,909.22,,
1995-06-01,,,,910.24,,
1995-06-02,,,,916.4,,
1995-06-05,,,,911.86,,
1995-06-06,,,,913.26,,
1995-06-07,,,,916.78,,
1995-06-08,,,,910.21,,
1995-06-09,,,,903.62,,
1995-06-12,,,,896.28,,
1995-06-13,,,,885.53,,
1995-06-14,,,,884.34,,
1995-06-15,,,,880.78,,
1995-06-16,,,,886.25,,
1995-06-19,,,,895.0,,
1995-06-20,,,,896.94,,
1995-06-21,,,,900.47,,
1995-06-22,,,,892.37,,
1995-06-23,,,,886.78,,
1995-06-26,,,,874.23,,
1995-06-27,,,,872.24,,
1995-06-28,,,,871.23,,
1995-06-29,,,,869.66,,
1995-06-30,,,,865.5,,
1995-07-03,,,,850.94,,
1995-07-04,,,,841.29,,
1995-07-05,,,,841.66,,
1995-07-06,,,,840.13,,
1995-07-07,,,,846.89,,
1995-07-10,,,,853.94,,
1995-07-11,,,,865.35,,
1995-07-12,,,,869.7,,
1995-07-13,,,,878.58,,
1995-07-14,,,,894.18,,
1995-07-17,,,,910.09,,
1995-07-18,,,,913.35,,
1995-07-19,,,,909.83,,
1995-07-20,,,,914.36,,
1995-07-21,,,,912.07,,
1995-07-25,,,,917.55,,
1995-07-26,,,,934.67,,
1995-07-27,,,,928.88,,
1995-07-28,,,,909.67,,
1995-07-31,,,,898.58,,
1995-08-01,,,,890.05,,
1995-08-02,,,,900.32,,
1995-08-03,,,,896.81,,
1995-08-04,,,,898.89,,
1995-08-07,,,,895.97,,
1995-08-08,,,,892.86,,
1995-08-09,,,,894.03,,
1995-08-11,,,,894.18,,
1995-08-14,,,,887.57,,
1995-08-16,,,,889.01,,
1995-08-17,,,,887.47,,
1995-08-21,,,,886.27,,
1995-08-22,,,,880.0,,
1995-08-24,,,,869.04,,
1995-08-25,,,,858.59,,
1995-08-28,,,,856.15,,
1995-08-31,,,,851.0,,
1995-09-01,,,,851.7,,
1995-09-04,,,,852.03,,
1995-09-05,,,,849.21,,
1995-09-06,,,,852.93,,
1995-09-07,,,,859.28,,
1995-09-08,,,,861.18,,
1995-09-11,,,,859.53,,
1995-09-12,,,,860.31,,
1995-09-13,,,,854.94,,
1995-09-14,,,,854.86,,
1995-09-15,,,,855.47,,
1995-09-18,,,,853.09,,
1995-09-19,,,,851.38,,
1995-09-20,,,,851.96,,
1995-09-21,,,,855.23,,
1995-09-22,,,,861.39,,
1995-09-25,,,,872.77,,
1995-09-26,,,,876.94,,
1995-09-27,,,,873.18,,
1995-09-28,,,,870.67,,
1995-09-29,,,,876.18,,
1995-10-04,,,,878.68,,
1995-10-05,,,,881.79,,
1995-10-06,,,,892.13,,
1995-10-09,,,,893.38,,
1995-10-10,,,,890.04,,
1995-10-11,,,,888.98,,
1995-10-12,,,,889.43,,
1995-10-13,,,,890.63,,
1995-10-16,,,,885.89,,
1995-10-17,,,,880.49,,
1995-10-18,,,,882.89,,
1995-10-19,,,,878.86,,
1995-10-20,,,,876.09,,
1995-10-23,,,,874.65,,
1995-10-26,,,,862.31,,
1995-10-27,,,,866.53,,
1995-10-30,,,,865.06,,
1995-10-31,,,,859.16,,
1995-11-01,,,,862.66,,
1995-11-02,,,,863.23,,
1995-11-03,,,,860.69,,
1995-11-06,,,,852.26,,
1995-11-08,,,,845.28,,
1995-11-09,,,,836.08,,
1995-11-10,,,,827.57,,
1995-11-13,,,,809.56,,
1995-11-14,,,,794.17,,
1995-11-15,,,,796.14,,
1995-11-16,,,,795.78,,
1995-11-17,,,,787.53,,
1995-11-20,,,,783.68,,
1995-11-21,,,,774.05,,
1995-11-22,,,,756.83,,
1995-11-23,,,,740.02,,
1995-11-24,,,,756.5,,
1995-11-27,,,,764.35,,
1995-11-28,,,,758.45,,
1995-11-29,,,,755.58,,
1995-11-30,,,,766.13,,
1995-12-01,,,,776.94,,
1995-12-04,,,,777.04,,
1995-12-05,,,,783.92,,
1995-12-06,,,,790.6,,
1995-12-07,,,,802.02,,
1995-12-08,,,,802.4,,
1995-12-11,,,,797.8,,
1995-12-12,,,,798.02,,
1995-12-13,,,,799.56,,
1995-12-14,,,,801.81,,
1995-12-15,,,,800.76,,
1995-12-18,,,,800.88,,
1995-12-19,,,,802.14,,
1995-12-20,,,,801.26,,
1995-12-21,,,,808.3,,
1995-12-22,,,,813.4,,
1996-01-01,,,,811.66,,
1996-01-02,,,,810.91,,
1996-01-03,,,,808.31,,
1996-01-04,,,,805.95,,
1996-01-05,,,,803.34,,
1996-01-08,,,,794.93,,
1996-01-09,,,,791.62,,
1996-01-10,,,,795.12,,
1996-01-11,,,,794.45,,
1996-01-12,,,,800.05,,
1996-01-15,,,,799.14,,
1996-01-16,,,,796.0,,
1996-01-17,,,,793.0,,
1996-01-18,,,,789.24,,
1996-01-19,,,,784.35,,
1996-01-22,,,,783.37,,
1996-01-23,,,,779.34,,
1996-01-24,,,,767.64,,
1996-01-25,,,,766.19,,
1996-01-29,,,,767.85,,
1996-01-30,,,,773.72,,
1996-01-31,,,,779.22,,
1996-02-01,,,,787.85,,
1996-02-02,,,,815.24,,
1996-02-05,,,,823.82,,
1996-02-06,,,,812.29,,
1996-02-07,,,,814.46,,
1996-02-08,,,,829.7,,
1996-02-09,,,,850.09,,
1996-02-12,,,,874.65,,
1996-02-13,,,,883.3,,
1996-02-14,,,,901.5,,
1996-02-15,,,,902.32,,
1996-02-16,,,,888.54,,
1996-02-19,,,,889.67,,
1996-02-20,,,,885.52,,
1996-02-22,,,,895.15,,
1996-02-23,,,,891.0,,
1996-02-26,,,,898.4,,
1996-02-27,,,,896.28,,
1996-02-28,,,,889.16,,
1996-02-29,,,,872.88,,
1996-03-01,,,,872.1,,
1996-03-04,,,,872.91,,
1996-03-06,,,,873.7,,
1996-03-07,,,,861.7,,
1996-03-08,,,,857.59,,
1996-03-11,,,,850.34,,
1996-03-12,,,,853.26,,
1996-03-13,,,,859.1,,
1996-03-14,,,,865.34,,
1996-03-15,,,,864.8,,
1996-03-18,,,,861.26,,
1996-03-19,,,,861.77,,
1996-03-21,,,,862.25,,
1996-03-22,,,,861.38,,
1996-03-25,,,,858.51,,
1996-03-26,,,,860.26,,
1996-03-27,,,,868.49,,
1996-03-29,,,,880.86,,
1996-04-02,,,,889.64,,
1996-04-03,,,,892.66,,
1996-04-04,,,,891.85,,
1996-04-05,,,,903.31,,
1996-04-08,,,,907.15,,
1996-04-09,,,,906.1,,
1996-04-10,,,,906.77,,
1996-04-11,,,,905.08,,
1996-04-12,,,,909.02,,
1996-04-15,,,,919.4,,
1996-04-16,,,,936.88,,
1996-04-17,,,,969.56,,
1996-04-18,,,,981.47,,
1996-04-22,,,,977.16,,
1996-04-23,,,,976.53,,
1996-04-24,,,,999.56,,
1996-04-25,,,,1003.11,,
1996-04-26,,,,983.05,,
1996-04-30,,,,983.54,,
1996-05-02,,,,987.13,,
1996-05-03,,,,983.54,,
1996-05-06,,,,971.51,,
1996-05-08,,,,984.26,,
1996-05-09,,,,971.74,,
1996-05-10,,,,965.86,,
1996-05-13,,,,969.39,,
1996-05-14,,,,972.37,,
1996-05-15,,,,972.84,,
1996-05-16,,,,982.89,,
1996-05-17,,,,975.74,,
1996-05-20,,,,958.38,,
1996-05-21,,,,951.08,,
1996-05-22,,,,952.27,,
1996-05-23,,,,953.42,,
1996-05-24,,,,959.94,,
1996-05-27,,,,949.82,,
1996-05-28,,,,947.2,,
1996-05-29,,,,960.81,,
1996-05-30,,,,963.61,,
1996-05-31,,,,973.86,,
1996-06-03,,,,979.56,,
1996-06-04,,,,982.73,,
1996-06-05,,,,990.88,,
1996-06-06,,,,994.86,,
1996-06-07,,,,1001.93,,
1996-06-10,,,,1014.33,,
1996-06-11,,,,1021.9,,
1996-06-12,,,,1034.93,,
1996-06-13,,,,1043.51,,
1996-06-14,,,,1063.89,,
1996-06-17,,,,1072.07,,
1996-06-18,,,,1072.64,,
1996-06-19,,,,1065.67,,
1996-06-20,,,,1057.4,,
1996-06-21,,,,1039.25,,
1996-06-24,,,,1034.67,,
1996-06-25,,,,1016.22,,
1996-06-26,,,,1010.29,,
1996-06-27,,,,1014.57,,
1996-06-28,,,,1006.32,,
1996-07-01,,,,999.65,,
1996-07-02,,,,992.92,,
1996-07-03,,,,983.54,,
1996-07-04,,,,992.98,,
1996-07-05,,,,1003.4,,
1996-07-08,,,,1008.91,,
1996-07-09,,,,995.66,,
1996-07-10,,,,993.04,,
1996-07-11,,,,998.21,,
1996-07-12,,,,996.41,,
1996-07-15,,,,996.81,,
1996-07-16,,,,986.56,,
1996-07-17,,,,995.51,,
1996-07-18,,,,1003.93,,
1996-07-19,,,,1004.98,,
1996-07-22,,,,1014.89,,
1996-07-23,,,,1000.61,,
1996-07-24,,,,994.26,,
1996-07-25,,,,989.45,,
1996-07-26,,,,986.54,,
1996-07-29,,,,971.7,,
1996-07-30,,,,959.59,,
1996-07-31,,,,972.85,,
1996-08-01,,,,981.3,,
1996-08-02,,,,978.06,,
1996-08-05,,,,977.15,,
1996-08-06,,,,976.76,,
1996-08-07,,,,985.86,,
1996-08-08,,,,983.82,,
1996-08-09,,,,981.81,,
1996-08-12,,,,976.65,,
1996-08-13,,,,972.08,,
1996-08-14,,,,966.31,,
1996-08-16,,,,964.62,,
1996-08-19,,,,942.17,,
1996-08-20,,,,939.85,,
1996-08-21,,,,952.68,,
1996-08-22,,,,954.13,,
1996-08-23,,,,962.29,,
1996-08-26,,,,961.1,,
1996-08-27,,,,965.87,,
1996-08-29,,,,972.35,,
1996-08-30,,,,975.36,,
1996-09-02,,,,972.17,,
1996-09-03,,,,961.7,,
1996-09-04,,,,965.25,,
1996-09-06,,,,971.31,,
1996-09-09,,,,961.74,,
1996-09-10,,,,956.3,,
1996-09-11,,,,951.21,,
1996-09-12,,,,949.17,,
1996-09-13,,,,943.72,,
1996-09-18,,,,938.1,,
1996-09-19,,,,935.52,,
1996-09-20,,,,932.58,,
1996-09-23,,,,926.29,,
1996-09-24,,,,920.59,,
1996-09-25,,,,921.5,,
1996-09-26,,,,909.97,,
1996-09-27,,,,904.77,,
1996-09-30,,,,896.51,,
1996-10-01,,,,892.25,,
1996-10-03,,,,882.62,,
1996-10-04,,,,859.31,,
1996-10-07,,,,828.92,,
1996-10-08,,,,833.02,,
1996-10-09,,,,840.47,,
1996-10-10,,,,863.7,,
1996-10-11,,,,881.38,,
1996-10-14,,,,865.68,,
1996-10-15,,,,867.11,,
1996-10-16,,,,868.07,,
1996-10-17,,,,863.62,,
1996-10-18,,,,866.14,,
1996-10-22,,,,881.57,,
1996-10-23,,,,903.42,,
1996-10-24,,,,896.22,,
1996-10-25,,,,890.7,,
1996-10-28,,,,889.63,,
1996-10-29,,,,883.53,,
1996-10-30,,,,876.39,,
1996-10-31,,,,876.05,,
1996-11-01,,,,874.76,,
1996-11-04,,,,867.45,,
1996-11-05,,,,864.29,,
1996-11-06,,,,864.58,,
1996-11-07,,,,866.83,,
1996-11-10,,,,868.67,,
1996-11-13,,,,873.02,,
1996-11-14,,,,877.32,,
1996-11-15,,,,877.08,,
1996-11-18,,,,878.83,,
1996-11-19,,,,881.5,,
1996-11-20,,,,874.64,,
1996-11-21,,,,872.44,,
1996-11-22,,,,864.86,,
1996-11-25,,,,856.56,,
1996-11-26,,,,858.13,,
1996-11-27,,,,844.09,,
1996-11-28,,,,843.51,,
1996-11-29,,,,846.96,,
1996-12-02,,,,830.84,,
1996-12-03,,,,816.02,,
1996-12-04,,,,800.37,,
1996-12-05,,,,813.51,,
1996-12-06,,,,825.98,,
1996-12-09,,,,826.3,,
1996-12-10,,,,817.21,,
1996-12-11,,,,841.63,,
1996-12-12,,,,834.0,,
1996-12-13,,,,825.75,,
1996-12-16,,,,834.06,,
1996-12-17,,,,841.0,,
1996-12-18,,,,845.53,,
1996-12-19,,,,852.33,,
1996-12-20,,,,864.6,,
1996-12-23,,,,862.69,,
1996-12-24,,,,862.78,,
1997-01-01,,,,891.26,,
1997-01-02,,,,886.53,,
1997-01-03,,,,885.65,,
1997-01-06,,,,890.66,,
1997-01-07,,,,893.82,,
1997-01-08,,,,905.3,,
1997-01-09,,,,922.29,,
1997-01-10,,,,945.03,,
1997-01-13,,,,948.96,,
1997-01-14,,,,950.41,,
1997-01-15,,,,968.53,,
1997-01-16,,,,942.77,,
1997-01-17,,,,931.66,,
1997-01-20,,,,924.06,,
1997-01-21,,,,921.39,,
1997-01-22,,,,923.58,,
1997-01-24,,,,921.57,,
1997-01-27,,,,930.94,,
1997-01-28,,,,932.82,,
1997-01-29,,,,930.74,,
1997-01-30,,,,926.52,,
1997-01-31,,,,915.15,,
1997-02-03,,,,907.77,,
1997-02-04,,,,913.46,,
1997-02-05,,,,912.51,,
1997-02-06,,,,920.4,,
1997-02-07,,,,916.16,,
1997-02-10,,,,921.57,,
1997-02-11,,,,928.77,,
1997-02-12,,,,926.3,,
1997-02-13,,,,929.24,,
1997-02-14,,,,932.9,,
1997-02-17,,,,944.42,,
1997-02-18,,,,935.36,,
1997-02-19,,,,934.86,,
1997-02-20,,,,925.35,,
1997-02-21,,,,909.5,,
1997-02-24,,,,895.05,,
1997-02-25,,,,901.17,,
1997-02-26,,,,897.56,,
1997-02-27,,,,915.21,,
1997-02-28,,,,956.44,,
1997-03-01,,,,1011.72,,
1997-03-03,,,,1037.3,,
1997-03-04,,,,1041.41,,
1997-03-05,,,,1041.67,,
1997-03-06,,,,1025.15,,
1997-03-10,,,,1002.6,,
1997-03-11,,,,992.58,,
1997-03-12,,,,995.35,,
1997-03-13,,,,999.96,,
1997-03-14,,,,992.72,,
1997-03-17,,,,1001.36,,
1997-03-18,,,,992.52,,
1997-03-19,,,,978.38,,
1997-03-20,,,,988.35,,
1997-03-21,,,,984.13,,
1997-03-25,,,,986.71,,
1997-03-26,,,,981.48,,
1997-03-27,,,,981.96,,
1997-03-28,,,,975.59,,
1997-03-31,,,,919.59,,
1997-04-01,,,,930.22,,
1997-04-02,,,,958.73,,
1997-04-03,,,,961.93,,
1997-04-04,,,,962.47,,
1997-04-07,,,,963.63,,
1997-04-09,,,,985.23,,
1997-04-10,,,,968.98,,
1997-04-11,,,,971.8,,
1997-04-12,,,,966.31,,
1997-04-15,,,,967.99,,
1997-04-17,,,,979.78,,
1997-04-21,,,,995.4,,
1997-04-22,,,,999.77,,
1997-04-23,,,,999.31,,
1997-04-24,,,,1000.41,,
1997-04-25,,,,1010.59,,
1997-04-28,,,,1010.11,,
1997-04-29,,,,1006.53,,
1997-04-30,,,,1012.05,,
1997-05-02,,,,1011.9,,
1997-05-05,,,,1004.16,,
1997-05-06,,,,1003.72,,
1997-05-07,,,,999.88,,
1997-05-09,,,,1017.66,,
1997-05-12,,,,1033.89,,
1997-05-13,,,,1019.24,,
1997-05-14,,,,1026.69,,
1997-05-15,,,,1020.87,,
1997-05-16,,,,1024.16,,
1997-05-19,,,,1023.69,,
1997-05-20,,,,1022.19,,
1997-05-21,,,,1018.23,,
1997-05-22,,,,1012.53,,
1997-05-23,,,,1005.21,,
1997-05-26,,,,1003.28,,
1997-05-27,,,,1000.31,,
1997-05-28,,,,1005.02,,
1997-05-29,,,,1013.65,,
1997-05-30,,,,1023.48,,
1997-06-02,,,,1037.27,,
1997-06-03,,,,1062.61,,
1997-06-04,,,,1082.03,,
1997-06-05,,,,1081.37,,
1997-06-06,,,,1076.05,,
1997-06-09,,,,1067.07,,
1997-06-10,,,,1070.88,,
1997-06-11,,,,1087.18,,
1997-06-12,,,,1112.16,,
1997-06-13,,,,1127.78,,
1997-06-16,,,,1147.24,,
1997-06-17,,,,1157.87,,
1997-06-18,,,,1164.5,,
1997-06-19,,,,1166.27,,
1997-06-20,,,,1150.9,,
1997-06-23,,,,1147.8,,
1997-06-24,,,,1150.09,,
1997-06-25,,,,1162.38,,
1997-06-26,,,,1166.61,,
1997-06-27,,,,1167.45,,
1997-06-30,,,,1208.73,,
1997-07-01,,,,1212.7,,
1997-07-02,,,,1204.28,,
1997-07-03,,,,1190.7,,
1997-07-04,,,,1187.19,,
1997-07-07,,,,1207.88,,
1997-07-08,,,,1234.35,,
1997-07-09,,,,1262.36,,
1997-07-10,,,,1254.48,,
1997-07-11,,,,1243.26,,
1997-07-14,,,,1227.04,,
1997-07-15,,,,1219.18,,
1997-07-16,,,,1219.77,,
1997-07-17,,,,1222.3,,
1997-07-18,,,,1209.49,,
1997-07-21,,,,1210.77,,
1997-07-22,,,,1230.73,,
1997-07-23,,,,1256.9,,
1997-07-24,,,,1259.29,,
1997-07-25,,,,1259.72,,
1997-07-28,,,,1265.05,,
1997-07-29,,,,1275.91,,
1997-07-30,,,,1283.87,,
1997-07-31,,,,1285.74,,
1997-08-01,,,,1301.86,,
1997-08-04,,,,1351.24,,
1997-08-05,,,,1370.46,,
1997-08-06,,,,1368.89,,
1997-08-07,,,,1356.36,,
1997-08-08,,,,1338.34,,
1997-08-11,,,,1347.98,,
1997-08-12,,,,1343.95,,
1997-08-13,,,,1323.26,,
1997-08-14,,,,1294.17,,
1997-08-19,,,,1251.77,,
1997-08-20,,,,1286.81,,
1997-08-21,,,,1264.53,,
1997-08-22,,,,1236.48,,
1997-08-26,,,,1245.54,,
1997-08-27,,,,1245.96,,
1997-08-28,,,,1217.17,,
1997-08-29,,,,1196.52,,
1997-09-01,,,,1204.91,,
1997-09-02,,,,1214.41,,
1997-09-03,,,,1222.13,,
1997-09-04,,,,1230.22,,
1997-09-05,,,,1234.29,,
1997-09-08,,,,1251.02,,
1997-09-09,,,,1238.14,,
1997-09-10,,,,1255.52,,
1997-09-11,,,,1239.08,,
1997-09-12,,,,1230.23,,
1997-09-15,,,,1236.35,,
1997-09-16,,,,1232.5,,
1997-09-17,,,,1211.68,,
1997-09-18,,,,1188.11,,
1997-09-19,,,,1167.76,,
1997-09-22,,,,1153.44,,
1997-09-23,,,,1176.12,,
1997-09-24,,,,1178.71,,
1997-09-25,,,,1183.24,,
1997-09-26,,,,1189.24,,
1997-09-29,,,,1184.87,,
1997-09-30,,,,1182.53,,
1997-10-01,,,,1184.14,,
1997-10-03,,,,1177.99,,
1997-10-06,,,,1178.31,,
1997-10-07,,,,1187.04,,
1997-10-08,,,,1186.66,,
1997-10-09,,,,1190.95,,
1997-10-10,,,,1191.48,,
1997-10-13,,,,1201.39,,
1997-10-14,,,,1196.7,,
1997-10-15,,,,1200.22,,
1997-10-16,,,,1217.42,,
1997-10-17,,,,1235.37,,
1997-10-20,,,,1253.77,,
1997-10-21,,,,1240.78,,
1997-10-22,,,,1237.56,,
1997-10-23,,,,1216.31,,
1997-10-24,,,,1198.85,,
1997-10-27,,,,1191.72,,
1997-10-30,,,,1157.67,,
1997-11-03,,,,1161.37,,
1997-11-04,,,,1166.02,,
1997-11-05,,,,1168.12,,
1997-11-06,,,,1162.13,,
1997-11-07,,,,1205.31,,
1997-11-10,,,,1157.49,,
1997-11-11,,,,1155.86,,
1997-11-12,,,,1132.58,,
1997-11-13,,,,1114.91,,
1997-11-14,,,,1114.67,,
1997-11-17,,,,1118.38,,
1997-11-18,,,,1099.26,,
1997-11-19,,,,1086.78,,
1997-11-20,,,,1099.66,,
1997-11-21,,,,1117.27,,
1997-11-24,,,,1092.13,,
1997-11-25,,,,1114.6,,
1997-11-26,,,,1135.89,,
1997-11-27,,,,1169.0,,
1997-11-28,,,,1155.2,,
1997-12-01,,,,1149.6,,
1997-12-02,,,,1153.66,,
1997-12-03,,,,1151.44,,
1997-12-04,,,,1137.09,,
1997-12-05,,,,1119.93,,
1997-12-08,,,,1112.82,,
1997-12-09,,,,1097.3,,
1997-12-10,,,,1079.58,,
1997-12-11,,,,1063.03,,
1997-12-12,,,,1066.28,,
1997-12-15,,,,1080.68,,
1997-12-16,,,,1102.93,,
1997-12-17,,,,1124.31,,
1997-12-18,,,,1125.36,,
1997-12-19,,,,1156.74,,
1997-12-22,1175.07,1175.07,1175.07,1175.07,,
1997-12-23,1170.33,1170.33,1170.33,1170.33,,
1997-12-24,1163.86,1163.86,1163.86,1163.86,,
1997-12-26,,,,1165.64,,
1997-12-29,,,,1173.79,,
1997-12-30,,,,1157.31,,
1997-12-31,,,,1165.79,,
1998-01-01,,,,1178.25,,
1998-01-02,,,,1183.6,,
1998-01-05,,,,1204.84,,
1998-01-06,,,,1196.45,,
1998-01-07,,,,1187.26,,
1998-01-08,,,,1166.3,,
1998-01-09,,,,1153.01,,
1998-01-12,,,,1119.52,,
1998-01-13,,,,1115.4,,
1998-01-14,,,,1118.81,,
1998-01-15,,,,1122.31,,
1998-01-16,,,,1126.33,,
1998-01-19,,,,1150.05,,
1998-01-20,,,,1142.5,,
1998-01-21,,,,1137.8,,
1998-01-22,,,,1126.97,,
1998-01-23,,,,1118.31,,
1998-01-27,,,,1103.02,,
1998-01-28,,,,1087.13,,
1998-01-29,1078.62,1078.62,1078.62,1078.62,,
1998-02-02,,,,1121.96,,
1998-02-03,,,,1122.21,,
1998-02-04,,,,1121.74,,
1998-02-05,,,,1131.47,,
1998-02-06,,,,1127.52,,
1998-02-09,,,,1120.57,,
1998-02-10,,,,1105.44,,
1998-02-11,,,,1098.32,,
1998-02-12,,,,1104.28,,
1998-02-13,,,,1149.53,,
1998-02-16,,,,1195.21,,
1998-02-17,,,,1182.06,,
1998-02-18,,,,1176.95,,
1998-02-19,,,,1187.5,,
1998-02-20,,,,1183.87,,
1998-02-23,,,,1204.47,,
1998-02-24,,,,1199.31,,
1998-02-26,,,,1219.08,,
1998-02-27,,,,1223.0,,
1998-03-02,,,,1267.39,,
1998-03-03,,,,1229.5,,
1998-03-04,,,,1256.18,,
1998-03-05,,,,1243.11,,
1998-03-06,,,,1240.84,,
1998-03-09,,,,1271.4,,
1998-03-10,,,,1264.91,,
1998-03-11,,,,1249.74,,
1998-03-12,,,,1236.86,,
1998-03-16,,,,1249.29,,
1998-03-17,,,,1252.57,,
1998-03-18,,,,1270.17,,
1998-03-19,,,,1282.46,,
1998-03-20,,,,1297.64,,
1998-03-23,,,,1351.56,,
1998-03-24,,,,1352.77,,
1998-03-25,,,,1353.77,,
1998-03-26,,,,1330.17,,
1998-03-27,,,,1329.32,,
1998-03-30,,,,1325.76,,
1998-03-31,,,,1325.0,,
1998-04-01,,,,1345.94,,
1998-04-02,,,,1333.16,,
1998-04-03,,,,1337.59,,
1998-04-06,,,,1364.17,,
1998-04-07,,,,1381.39,,
1998-04-08,,,,1383.85,,
1998-04-10,,,,1374.32,,
1998-04-13,,,,1370.38,,
1998-04-15,,,,1390.57,,
1998-04-16,,,,1380.96,,
1998-04-17,,,,1383.89,,
1998-04-20,,,,1406.24,,
1998-04-21,,,,1454.29,,
1998-04-22,,,,1420.09,,
1998-04-23,,,,1394.21,,
1998-04-24,,,,1371.27,,
1998-04-27,,,,1374.41,,
1998-04-29,,,,1340.11,,
1998-04-30,,,,1355.89,,
1998-05-04,,,,1412.1,,
1998-05-05,,,,1412.22,,
1998-05-06,,,,1393.38,,
1998-05-08,,,,1375.37,,
1998-05-12,,,,1357.84,,
1998-05-13,,,,1314.69,,
1998-05-14,,,,1346.06,,
1998-05-15,,,,1340.25,,
1998-05-18,,,,1361.42,,
1998-05-19,,,,1368.02,,
1998-05-20,,,,1385.46,,
1998-05-21,,,,1373.97,,
1998-05-22,,,,1372.79,,
1998-05-25,,,,1381.79,,
1998-05-26,,,,1368.8,,
1998-05-27,,,,1354.98,,
1998-05-28,,,,1343.06,,
1998-05-29,,,,1332.75,,
1998-06-01,1351.51,1351.51,1318.36,1318.36,,
1998-06-02,,,,1292.73,,
1998-06-03,,,,1293.37,,
1998-06-04,,,,1281.52,,
1998-06-05,,,,1239.33,,
1998-06-08,,,,1221.42,,
1998-06-09,,,,1250.66,,
1998-06-10,,,,1210.44,,
1998-06-11,,,,1211.96,,
1998-06-12,,,,1217.34,,
1998-06-15,,,,1162.69,,
1998-06-16,,,,1164.6,,
1998-06-17,,,,1239.85,,
1998-06-18,,,,1199.38,,
1998-06-19,,,,1154.6,,
1998-06-22,,,,1118.58,,
1998-06-23,,,,1102.81,,
1998-06-24,,,,1135.42,,
1998-06-25,,,,1163.51,,
1998-06-26,,,,1155.91,,
1998-06-29,,,,1198.24,,
1998-06-30,,,,1189.47,,
1998-07-01,,,,1211.96,,
1998-07-02,,,,1180.19,,
1998-07-03,,,,1163.78,,
1998-07-06,,,,1192.06,,
1998-07-07,,,,1201.13,,
1998-07-08,,,,1216.75,,
1998-07-09,,,,1244.47,,
1998-07-10,,,,1254.96,,
1998-07-13,,,,1242.48,,
1998-07-14,,,,1262.15,,
1998-07-15,,,,1272.04,,
